record_id,record_hash,case_id,case_type,originating_station_id,district_id,state_id,record_type,sensitivity_level,victim_flag,witness_flag,juvenile_flag,evidence_media_flag,sealed_status,retention_status,owner_agency,raw_record_included,synthetic_only
REC-000110,187880cd627f35cb125937fb,CASE-00033,VIOLENT_CRIME,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,JUVENILE_RECORD,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000111,1b6266e26115c2f66cac94c7,CASE-00090,GENERAL_THEFT,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,WITNESS_STATEMENT,HIGH,false,true,false,false,SEALED,ARCHIVED,POLICE,false,true
REC-000112,ca599d02bf178b76d92d8a98,CASE-00185,CYBER_FRAUD,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,FIR_SUMMARY,CLASSIFIED,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000113,72dd84998fce687b117e7ec0,CASE-00347,NARCOTICS,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,CYBERCRIME_COMPLAINT,MEDIUM,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000114,ad93e2928b72a7e21702b4ea,CASE-00252,MISSING_PERSON,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,WITNESS_STATEMENT,MEDIUM,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000115,233ab22bf4c19087bd09c1f9,CASE-00326,JUVENILE_PROTECTION,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,COURT_SUBMISSION,MEDIUM,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000116,6991232df5fe59f3ed13dc59,CASE-00252,MISSING_PERSON,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000117,6d12fa3584ddb2f01bc14091,CASE-00093,NARCOTICS,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000118,d6154df7eb0a7850d878cc7e,CASE-00066,JUVENILE_PROTECTION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,FIR_SUMMARY,LOW,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000119,0e3921d29d1dc93c0c973b8f,CASE-00202,GENERAL_THEFT,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,WITNESS_STATEMENT,HIGH,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000120,22934e416c5fb7d3a1737ee2,CASE-00138,NARCOTICS,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,COURT_SUBMISSION,MEDIUM,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000121,898f4538ce2725a5c586c365,CASE-00069,MISSING_PERSON,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000122,634985427cd8688fee2b98d0,CASE-00274,VIOLENT_CRIME,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,COURT_SUBMISSION,HIGH,false,false,false,false,SEALED,ACTIVE,POLICE,false,true
REC-000123,0dc2c7ba3a4eee4a67c0382e,CASE-00252,MISSING_PERSON,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,FORENSIC_REPORT,CLASSIFIED,false,false,false,false,SEALED,ACTIVE,POLICE,false,true
REC-000124,18d1592d4e115ec7275f6778,CASE-00010,GENERAL_THEFT,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,WITNESS_STATEMENT,HIGH,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000125,5d055af90a40e6e2604a6787,CASE-00308,FINANCIAL_CRIME,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,JUVENILE_RECORD,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000126,9f6ce3dfb42b871dbeea3ce4,CASE-00071,VIOLENT_CRIME,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000127,fc530ff7f7f640ebd76d5d3f,CASE-00151,CYBER_FRAUD,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,WITNESS_STATEMENT,HIGH,false,true,false,false,SEALED,ARCHIVED,POLICE,false,true
REC-000128,438e40e436069a3ccfd0260e,CASE-00299,NARCOTICS,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,WITNESS_STATEMENT,HIGH,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000129,ba1246d80c3497ab72c2edc9,CASE-00135,GENERAL_THEFT,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,EVIDENCE_MEDIA,HIGH,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000130,dd50cdb30b8facf0896c1182,CASE-00287,MISSING_PERSON,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,COURT_SUBMISSION,MEDIUM,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000131,3f62490bb6003e08aff86a5d,CASE-00205,FINANCIAL_CRIME,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000132,3c448fe6bc8192a79adae014,CASE-00314,FINANCIAL_CRIME,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000133,fc913d05603cd852d4140f75,CASE-00187,CYBER_FRAUD,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,SEALED,UNDER_REVIEW,POLICE,false,true
REC-000134,7901587342e6e798839b3eb3,CASE-00260,VIOLENT_CRIME,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,WITNESS_STATEMENT,CLASSIFIED,false,true,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000135,7e82733a9c2ca4554a885f81,CASE-00289,WOMEN_CHILD_SAFETY,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,CASE_DIARY,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000136,afc66b49673d015deb1322a9,CASE-00147,FINANCIAL_CRIME,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,FIR_SUMMARY,MEDIUM,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000137,97493f5f079666824f863137,CASE-00353,JUVENILE_PROTECTION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,COURT_SUBMISSION,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000138,efc254275269a6226b4fd601,CASE-00164,CYBER_FRAUD,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,FIR_SUMMARY,MEDIUM,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000139,29c6b3e6eb3337cb1c09848c,CASE-00184,NARCOTICS,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,CASE_DIARY,CLASSIFIED,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000140,32709e9933ce8393e41f8851,CASE-00126,CYBER_FRAUD,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,SEALED,ACTIVE,POLICE,false,true
REC-000141,0a4ebe96de8201efc315bad5,CASE-00177,MISSING_PERSON,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,FIR_SUMMARY,LOW,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000142,7ea32c97005a806e5d7f7a11,CASE-00131,GENERAL_THEFT,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000143,b0a4a1fab9708ce6b59edcf2,CASE-00322,VIOLENT_CRIME,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000144,ade265794cead86e3a593cc9,CASE-00091,GENERAL_THEFT,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000145,5fc5e68f3970b032241a7cb0,CASE-00122,VIOLENT_CRIME,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,CASE_DIARY,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000146,cd66005fffbf2859a1f3a83c,CASE-00253,NARCOTICS,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,CASE_DIARY,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000147,c0cd6baa4f06c293515ad310,CASE-00155,JUVENILE_PROTECTION,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,CASE_DIARY,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000148,48cf890fe5e2b35e37ba9f33,CASE-00056,CYBER_FRAUD,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000149,7b0cb359d199386905812a3b,CASE-00088,JUVENILE_PROTECTION,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,EVIDENCE_MEDIA,HIGH,false,false,true,true,OPEN,ACTIVE,POLICE,false,true
REC-000150,c037395aee2e6c54b7bdb5ce,CASE-00345,MISSING_PERSON,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,CASE_DIARY,CLASSIFIED,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000151,507c214cad9427a82c90d316,CASE-00129,FINANCIAL_CRIME,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,CASE_DIARY,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000152,855965ff849e31dc11494c47,CASE-00244,FINANCIAL_CRIME,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,JUVENILE_RECORD,HIGH,false,false,true,false,OPEN,ARCHIVED,POLICE,false,true
REC-000153,77fd029c8d0f86d28ab13758,CASE-00046,MISSING_PERSON,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000154,550a42b9a5b45fa2817e763a,CASE-00352,MISSING_PERSON,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,SEALED,ACTIVE,POLICE,false,true
REC-000155,9169482ae7cab0166b265e60,CASE-00011,JUVENILE_PROTECTION,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,CASE_DIARY,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000156,f7101a117c40b4575c2fcf36,CASE-00091,GENERAL_THEFT,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,WITNESS_STATEMENT,HIGH,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000157,5ab36a7308e1e2c1c699873d,CASE-00189,MISSING_PERSON,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,CASE_DIARY,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000158,5a476d3f0563aeb86b0ba1d6,CASE-00187,CYBER_FRAUD,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000159,3cef4d9f8d92d3f7cc295a2a,CASE-00336,JUVENILE_PROTECTION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,COURT_SUBMISSION,MEDIUM,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000160,6c7dd30d86756aae58d7c81b,CASE-00319,FINANCIAL_CRIME,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000161,7e0c15c3eb220242db7d7d2b,CASE-00012,NARCOTICS,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000162,12f777e132dd11d4a2aafb24,CASE-00188,JUVENILE_PROTECTION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,WITNESS_STATEMENT,HIGH,false,true,true,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000163,65a60273afcbaa34ae4c3128,CASE-00320,VIOLENT_CRIME,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,WITNESS_STATEMENT,CLASSIFIED,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000164,dea11452e75842355e8f6dca,CASE-00067,JUVENILE_PROTECTION,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,VICTIM_RECORD,CLASSIFIED,true,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000165,dbdbf7405940702190f7c84f,CASE-00318,WOMEN_CHILD_SAFETY,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,VICTIM_RECORD,CLASSIFIED,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000166,b4c023d7b119f20e5d0e1666,CASE-00338,VIOLENT_CRIME,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,CASE_DIARY,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000167,c1be72ae2e586a7fecd00956,CASE-00304,WOMEN_CHILD_SAFETY,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,EVIDENCE_MEDIA,CLASSIFIED,true,false,false,true,OPEN,ARCHIVED,POLICE,false,true
REC-000168,3247cfd0298737ce5f467ec6,CASE-00115,JUVENILE_PROTECTION,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,JUVENILE_RECORD,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000169,013db09002c5359870535b51,CASE-00066,JUVENILE_PROTECTION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,WITNESS_STATEMENT,HIGH,false,true,true,false,OPEN,ARCHIVED,POLICE,false,true
REC-000170,9b8a6086df4407004a417807,CASE-00112,NARCOTICS,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000171,d16a47696c0bd461b5abb533,CASE-00097,VIOLENT_CRIME,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000172,25a1feea984cfe4999437ed0,CASE-00294,VIOLENT_CRIME,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ARCHIVED,POLICE,false,true
REC-000173,83adebd0920663713a0e1b4b,CASE-00146,MISSING_PERSON,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000174,0f1b88c2aa88b245603f719f,CASE-00188,JUVENILE_PROTECTION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,FORENSIC_REPORT,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000175,6b83433c88ff38205da4e6d8,CASE-00331,CYBER_FRAUD,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,WITNESS_STATEMENT,HIGH,false,true,false,false,SEALED,ACTIVE,POLICE,false,true
REC-000176,21cd1407a639ec217457fb46,CASE-00043,MISSING_PERSON,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,EVIDENCE_MEDIA,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000177,d249b6726116fc478ecc0a55,CASE-00201,VIOLENT_CRIME,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000178,7dee870272acf5645d4ab84c,CASE-00114,GENERAL_THEFT,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000179,6acc6042dd574d412fb83e2d,CASE-00173,FINANCIAL_CRIME,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,CASE_DIARY,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000180,4ee73ace57928929f1ba50f2,CASE-00297,MISSING_PERSON,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000181,65c13ca172c0e8f26de94b13,CASE-00052,JUVENILE_PROTECTION,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,WITNESS_STATEMENT,HIGH,false,true,true,false,OPEN,ARCHIVED,POLICE,false,true
REC-000182,2ad48e61ef29028c1def570f,CASE-00291,JUVENILE_PROTECTION,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,FORENSIC_REPORT,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000183,e12e00177a9ba0dc649887b2,CASE-00246,NARCOTICS,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000184,fde3e6bafd213b72d810fec8,CASE-00106,WOMEN_CHILD_SAFETY,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,CASE_DIARY,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000185,bddbea36e35c483e079157c2,CASE-00174,NARCOTICS,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000186,0ac94723ae44317300f73044,CASE-00247,NARCOTICS,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,COURT_SUBMISSION,MEDIUM,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000187,e35c9c805be9e96ad2787cf1,CASE-00345,MISSING_PERSON,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,CASE_DIARY,CLASSIFIED,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000188,0828f7c8f9d23f5ab736edc6,CASE-00322,VIOLENT_CRIME,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000189,721cb530e83c85d882fb2f2a,CASE-00150,GENERAL_THEFT,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000190,e5c055800da6250fb67db7ab,CASE-00164,CYBER_FRAUD,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,FIR_SUMMARY,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000191,cd84e4f0dd8740713e22e1aa,CASE-00246,NARCOTICS,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,FIR_SUMMARY,LOW,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000192,f05d07df552454f1dd0af34b,CASE-00217,FINANCIAL_CRIME,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000193,9a9c0722091c1601b3f73b45,CASE-00035,NARCOTICS,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000194,7ce5d3c68a1d4bf9a69dd131,CASE-00079,VIOLENT_CRIME,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,VICTIM_RECORD,MEDIUM,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000195,6e7de166bc3795238e165ca0,CASE-00203,CYBER_FRAUD,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000196,2b5c0f81a93bb857349468a0,CASE-00142,VIOLENT_CRIME,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,CYBERCRIME_COMPLAINT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000197,834c1d76a17a3ab249dc2b1f,CASE-00054,WOMEN_CHILD_SAFETY,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,FORENSIC_REPORT,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000198,31a9bc92fe67a1f3c2a37133,CASE-00132,GENERAL_THEFT,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000199,d87443e05911b2d34de3a269,CASE-00206,WOMEN_CHILD_SAFETY,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,FIR_SUMMARY,MEDIUM,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000200,5829dfd38c2f180bb5b50f42,CASE-00109,NARCOTICS,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,COURT_SUBMISSION,MEDIUM,false,false,false,false,OPEN,UNDER_REVIEW,POLICE,false,true
REC-000201,98b22e3931eb5eac488f143b,CASE-00098,MISSING_PERSON,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,JUVENILE_RECORD,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000202,5193567c38e42b9a685bdbe1,CASE-00126,CYBER_FRAUD,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,EVIDENCE_MEDIA,HIGH,false,false,false,true,OPEN,ACTIVE,POLICE,false,true
REC-000203,c175ed352d21ac0c97e0b181,CASE-00109,NARCOTICS,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,WITNESS_STATEMENT,MEDIUM,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000204,a638e70808e21ac763018336,CASE-00128,GENERAL_THEFT,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,FIR_SUMMARY,LOW,false,false,false,false,SEALED,UNDER_REVIEW,POLICE,false,true
REC-000205,5a2346d627dc5abc734fab91,CASE-00253,NARCOTICS,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,WITNESS_STATEMENT,HIGH,false,true,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000206,94045736c42ce267b600c772,CASE-00170,GENERAL_THEFT,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,FORENSIC_REPORT,HIGH,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000207,db0304cd11153fe986b9f40e,CASE-00197,JUVENILE_PROTECTION,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,CYBERCRIME_COMPLAINT,HIGH,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000208,3387ee3b0be0919f165e192f,CASE-00216,WOMEN_CHILD_SAFETY,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,FORENSIC_REPORT,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000209,40ab0a32b9b194338de4a0a3,CASE-00020,MISSING_PERSON,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,FIR_SUMMARY,LOW,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000210,855eb81843d8f64ce2dce451,CASE-00239,NARCOTICS,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,FORENSIC_REPORT,HIGH,false,false,false,false,SEALED,ACTIVE,POLICE,false,true
REC-000211,47c63e7665f354ae6f2a6d64,CASE-00125,JUVENILE_PROTECTION,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,COURT_SUBMISSION,MEDIUM,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000212,5a8ac217886c2fc1fa2bcbb6,CASE-00351,FINANCIAL_CRIME,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000213,9d828451fa91e0118c922412,CASE-00171,NARCOTICS,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,FIR_SUMMARY,LOW,false,false,false,false,OPEN,ARCHIVED,POLICE,false,true
REC-000214,1253146d42ebe28929ff60a9,CASE-00275,WOMEN_CHILD_SAFETY,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,VICTIM_RECORD,CLASSIFIED,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000215,2ba4339d45b004134829f8df,CASE-00017,CYBER_FRAUD,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,WITNESS_STATEMENT,HIGH,false,true,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000216,f8d01d9519981fbe6119c784,CASE-00242,MISSING_PERSON,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,JUVENILE_RECORD,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,POLICE,false,true
REC-000217,387cbd761dda27638ac4c28c,CASE-00298,GENERAL_THEFT,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,FIR_SUMMARY,LOW,false,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000218,b2fe1d7e7f491d2222d662d6,CASE-00288,MISSING_PERSON,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,VICTIM_RECORD,HIGH,true,false,false,false,OPEN,ACTIVE,POLICE,false,true
REC-000219,2c60d6cbf9024e23bc892835,CASE-00116,JUVENILE_PROTECTION,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,EVIDENCE_MEDIA,CLASSIFIED,false,false,true,true,OPEN,ACTIVE,POLICE,false,true
REC-000220,c3ad49089de0c685eea42246,CASE-00063,FINANCIAL_CRIME,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,VICTIM_RECORD,HIGH,true,false,false,false,SEALED,ACTIVE,POLICE,false,true
