officer_id,officer_hash,role,rank_level,station_id,district_id,state_id,agency,clearance_level,credential_status,is_supervisor,cyber_training,forensic_training,prior_request_count,recent_denied_count,assigned_case_ids,synthetic_only
OFF-0111,f65ad458155d09405f8da86c,Sub-Inspector,3,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,true,25,8,CASE-00033|CASE-00067|CASE-00069|CASE-00135|CASE-00200|CASE-00305,true
OFF-0112,c424bf9aa5cd573d3066b2f0,Constable,1,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,LOW,ACTIVE,false,false,false,9,5,CASE-00004|CASE-00044|CASE-00127|CASE-00203|CASE-00235,true
OFF-0113,46ac5b5381ef953a345ce319,Sub-Inspector,3,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,53,2,CASE-00007|CASE-00029|CASE-00101|CASE-00129,true
OFF-0114,80474f2be101fe342f3d27b8,Sub-Inspector,3,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,58,2,CASE-00043|CASE-00063|CASE-00197|CASE-00212|CASE-00275|CASE-00301|CASE-00328,true
OFF-0115,6aacb3c44032122c078cc506,Sub-Inspector,3,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,51,4,CASE-00278|CASE-00307|CASE-00356|CASE-00357,true
OFF-0116,f1533940112c34367e3740e3,Station House Officer,5,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,POLICE,HIGH,ACTIVE,true,false,false,6,5,CASE-00272,true
OFF-0117,c3da23329ac65eb7b3af694c,Inspector,4,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,true,false,10,6,CASE-00056|CASE-00066|CASE-00157|CASE-00198|CASE-00242|CASE-00260,true
OFF-0118,90e9de18363ee212ab55f392,Sub-Inspector,3,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,11,8,CASE-00047|CASE-00109|CASE-00303|CASE-00338,true
OFF-0119,3928cce83c394fe536f56bf5,Forensic Officer,4,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,5,6,CASE-00343,true
OFF-0120,3344e545d464730d22df7101,Constable,1,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,LOW,ACTIVE,false,false,false,10,5,CASE-00009|CASE-00131|CASE-00192|CASE-00238,true
OFF-0121,e35de54e8ce29e22aa4fb84d,Constable,1,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,LOW,SUSPENDED,false,false,false,29,4,,true
OFF-0122,7527b25e318154df01ec7550,Inspector,4,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,48,4,CASE-00139|CASE-00244|CASE-00291,true
OFF-0123,72950e6372134a5838550d42,Inspector,4,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,ACTIVE,false,true,false,42,2,CASE-00356|CASE-00357,true
OFF-0124,ebff240f6e7e32e7e9713294,Constable,1,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,LOW,ACTIVE,false,false,true,58,7,CASE-00044|CASE-00127|CASE-00203|CASE-00348,true
OFF-0125,97ea02f4f8fba926781c7fc5,Constable,1,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,POLICE,LOW,SUSPENDED,false,false,false,15,1,,true
OFF-0126,73518b37a439a4d90b18903d,Forensic Officer,4,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,28,2,CASE-00083,true
OFF-0127,6b0d84a1d858aa1335aacb1b,Station House Officer,5,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,HIGH,REVOKED,true,false,false,27,2,,true
OFF-0128,0f7c12f84c6ccd771a655279,Head Constable,2,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,9,3,CASE-00078|CASE-00234|CASE-00342,true
OFF-0129,fad5d40018942c6b0ef2d75c,Inspector,4,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,true,19,2,CASE-00187|CASE-00221|CASE-00292,true
OFF-0130,4b271c3dc209eac61d05dd4f,Sub-Inspector,3,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,35,3,CASE-00095|CASE-00128|CASE-00191|CASE-00295|CASE-00317,true
OFF-0131,2b64c21367370d53935a5e0d,Prosecutor Liaison,4,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,PROSECUTION,MEDIUM,SUSPENDED,false,true,false,35,4,,true
OFF-0132,9a1678400f682a3201830c3a,Head Constable,2,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,POLICE,LOW,ACTIVE,false,false,false,42,1,CASE-00093|CASE-00193|CASE-00224|CASE-00248|CASE-00310,true
OFF-0133,58ae919f19aeb7c7f1527d26,Sub-Inspector,3,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,SUSPENDED,false,true,false,32,1,,true
OFF-0134,4718492e22f05239e76383dd,Inspector,4,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,true,16,5,CASE-00002|CASE-00017|CASE-00232|CASE-00272,true
OFF-0135,93ea324e5b0159f974ae2ac9,Sub-Inspector,3,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,44,7,CASE-00255,true
OFF-0136,3388bd23d03d7e43b3bd8d53,Senior Superintendent,6,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,POLICE,CLASSIFIED,ACTIVE,true,true,false,59,4,CASE-00101|CASE-00122|CASE-00123|CASE-00129|CASE-00156|CASE-00347|CASE-00355,true
OFF-0137,b5c2c2becf92b9e253d997f4,Inspector,4,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,true,false,23,7,CASE-00039|CASE-00093|CASE-00171|CASE-00193|CASE-00224|CASE-00248,true
OFF-0138,3cc947c5caadabb45a541b46,Sub-Inspector,3,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,ACTIVE,false,true,false,13,7,CASE-00179|CASE-00209|CASE-00243|CASE-00299,true
OFF-0139,16a2d504d34232bf9551d690,Cybercrime Officer,4,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,CYBERCRIME,HIGH,ACTIVE,false,true,false,51,6,CASE-00078|CASE-00251|CASE-00337,true
OFF-0140,f57ebd05797c0d495cf5ad8e,Sub-Inspector,3,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,49,6,,true
OFF-0141,69b61a8c9ab3b270d0f7db2e,Station House Officer,5,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,POLICE,HIGH,ACTIVE,true,true,false,30,3,CASE-00023|CASE-00036|CASE-00172|CASE-00229,true
OFF-0142,eff0953046ce4a5fb1d8ee91,Constable,1,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,20,0,CASE-00046|CASE-00061|CASE-00213|CASE-00244|CASE-00257,true
OFF-0143,116125532167435d32c323d1,Sub-Inspector,3,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,SUSPENDED,false,true,true,8,4,,true
OFF-0144,426f43bdc9c73b5f3d8480a4,Sub-Inspector,3,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,33,2,CASE-00086|CASE-00183|CASE-00313,true
OFF-0145,733b1499389b250473119b5c,Inspector,4,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,true,36,6,CASE-00074,true
OFF-0146,59518bd254aa8c0d0b7a139c,Senior Superintendent,6,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,ACTIVE,true,false,false,14,7,CASE-00041|CASE-00077|CASE-00228|CASE-00245,true
OFF-0147,94b2d412892c95cbfdbe73cd,Forensic Officer,4,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,FORENSIC,HIGH,REVOKED,false,true,true,26,4,,true
OFF-0148,adb77e6ea2a2edb0afc7410d,Inspector,4,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,ACTIVE,false,true,false,29,6,CASE-00094|CASE-00263,true
OFF-0149,816d13ffa68e60a160c3810f,Constable,1,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,39,5,CASE-00052|CASE-00139|CASE-00145|CASE-00213|CASE-00244|CASE-00257|CASE-00291,true
OFF-0150,b012e7e4d1319033c362fb26,Prosecutor Liaison,4,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,PROSECUTION,MEDIUM,ACTIVE,false,false,true,32,8,CASE-00107|CASE-00288,true
OFF-0151,4857d6398585bfa5b41baddd,Sub-Inspector,3,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,20,6,CASE-00035|CASE-00047|CASE-00103,true
OFF-0152,f30bb583158115d6451ff1ba,Inspector,4,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,33,3,CASE-00151|CASE-00247|CASE-00278|CASE-00307,true
OFF-0153,bbef3f90be1083101e51c0b0,Head Constable,2,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,LOW,ACTIVE,false,true,false,20,2,CASE-00111|CASE-00311|CASE-00320,true
OFF-0154,030fbe8b71b501096276a8ab,Constable,1,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,LOW,REVOKED,false,false,false,6,7,,true
OFF-0155,750741a21ba1ad37a768df1b,Station House Officer,5,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,POLICE,HIGH,ACTIVE,true,false,false,2,6,CASE-00024|CASE-00042|CASE-00087|CASE-00108|CASE-00114|CASE-00118|CASE-00173|CASE-00296|CASE-00321,true
OFF-0156,5f299dc3f248e4c74232aab4,Inspector,4,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,55,4,CASE-00005|CASE-00013|CASE-00019|CASE-00021|CASE-00022|CASE-00045|CASE-00158|CASE-00196|CASE-00204|CASE-00326,true
OFF-0157,3dd77930332ffbb4fb60fb78,Head Constable,2,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,POLICE,LOW,ACTIVE,false,false,false,18,7,CASE-00159|CASE-00164|CASE-00176,true
OFF-0158,88db5c4f1341722984d72ca6,Forensic Officer,4,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,23,2,CASE-00041|CASE-00077|CASE-00143|CASE-00226|CASE-00358,true
OFF-0159,a1e23926bdb89d718dc0ff23,Sub-Inspector,3,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,ACTIVE,false,true,false,47,0,CASE-00189,true
OFF-0160,5ce4d64c20eb4b8a7537a1f7,Sub-Inspector,3,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,13,3,CASE-00033|CASE-00067|CASE-00135|CASE-00175|CASE-00200|CASE-00230|CASE-00282|CASE-00305,true
OFF-0161,1086c897162d91ce96d22b8e,Forensic Officer,4,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,FORENSIC,HIGH,ACTIVE,false,false,true,8,8,CASE-00040|CASE-00113|CASE-00221|CASE-00292,true
OFF-0162,ec1ea596f81353f2d9f85816,Sub-Inspector,3,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,true,false,40,3,CASE-00056|CASE-00260,true
OFF-0163,7ee6e3366f554e7379c63997,Head Constable,2,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,25,6,CASE-00113|CASE-00187|CASE-00285|CASE-00331,true
OFF-0164,eb2cec3f8312decabe6f3925,Prosecutor Liaison,4,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,PROSECUTION,MEDIUM,ACTIVE,false,false,false,24,2,CASE-00051|CASE-00090|CASE-00181|CASE-00300|CASE-00360,true
OFF-0165,b2c7b3b76aeb981b1bd8756b,Constable,1,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,false,false,43,0,CASE-00002|CASE-00232,true
OFF-0166,b6791729f7de52114f8f5aba,Station House Officer,5,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,HIGH,ACTIVE,true,false,false,45,1,CASE-00086|CASE-00115|CASE-00183|CASE-00206|CASE-00236|CASE-00294,true
OFF-0167,a2884bcebf8616c20bdb4688,Sub-Inspector,3,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,10,1,CASE-00031|CASE-00034|CASE-00095|CASE-00149|CASE-00191|CASE-00267,true
OFF-0168,ccfa52e7df949ec76b129260,Sub-Inspector,3,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,15,7,,true
OFF-0169,da8724df1e30e5c801778777,Constable,1,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,LOW,ACTIVE,false,false,false,44,2,CASE-00031|CASE-00034|CASE-00038|CASE-00128|CASE-00147|CASE-00267,true
OFF-0170,46b29e30bec752302a2d886e,Station House Officer,5,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,HIGH,ACTIVE,true,false,false,27,1,CASE-00091,true
OFF-0171,4bb363d085866d6dbe19f005,Constable,1,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,false,false,4,2,CASE-00068|CASE-00150|CASE-00189|CASE-00352,true
OFF-0172,59295c95c257a05519b6f91d,Inspector,4,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,15,2,CASE-00116|CASE-00179|CASE-00243|CASE-00273|CASE-00290|CASE-00299|CASE-00304,true
OFF-0173,5d29ee05d50fe82bba4375d8,Forensic Officer,4,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,FORENSIC,HIGH,ACTIVE,false,false,true,6,3,CASE-00014|CASE-00132|CASE-00219,true
OFF-0174,0d9d0f67e217f12f80467acf,Constable,1,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,LOW,ACTIVE,false,false,false,7,3,CASE-00306,true
OFF-0175,22a74f5c5cd00d0646a359b6,Forensic Officer,4,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,FORENSIC,HIGH,ACTIVE,false,true,true,47,4,CASE-00035|CASE-00058|CASE-00109|CASE-00125|CASE-00126|CASE-00141|CASE-00338,true
OFF-0176,c078db1796c2d8c169b84669,Cybercrime Officer,4,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,CYBERCRIME,HIGH,ACTIVE,false,true,false,33,6,CASE-00064|CASE-00132|CASE-00219|CASE-00325,true
OFF-0177,8287968c0e33f42b2e380e47,Sub-Inspector,3,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,35,6,CASE-00165|CASE-00343,true
OFF-0178,2be0332c4385b770ea00150b,Constable,1,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,LOW,ACTIVE,false,true,true,57,7,CASE-00091,true
OFF-0179,74d33cea72e21de2b8f5e545,Head Constable,2,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,POLICE,LOW,ACTIVE,false,false,false,58,8,CASE-00289,true
OFF-0180,8d48fc84d688aabaae7c6986,Prosecutor Liaison,4,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,PROSECUTION,MEDIUM,ACTIVE,false,true,false,54,2,CASE-00043|CASE-00063|CASE-00182|CASE-00197|CASE-00275|CASE-00301|CASE-00328,true
OFF-0181,e1441290962ca2a8517d8d0f,Forensic Officer,4,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,28,0,CASE-00082|CASE-00320,true
OFF-0182,f733b89b991cd7dc6791cabb,Head Constable,2,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,false,false,51,7,,true
OFF-0183,95ff51d542090c1b60accce5,Constable,1,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,LOW,ACTIVE,false,true,false,39,8,CASE-00005|CASE-00019|CASE-00022|CASE-00045,true
OFF-0184,c0fc3111ae7a563a9f54250e,Inspector,4,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,41,4,CASE-00082|CASE-00199,true
OFF-0185,30e751c660922e5216d51c20,Head Constable,2,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,5,7,CASE-00079|CASE-00285|CASE-00331,true
OFF-0186,fe341f3994ddbba307367393,Sub-Inspector,3,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,48,8,,true
OFF-0187,dea3496d0907b239fdcdd5a2,Inspector,4,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,true,33,1,CASE-00015|CASE-00171|CASE-00193|CASE-00224|CASE-00248|CASE-00310,true
OFF-0188,6f9812bdfd1847e653ec5454,Station House Officer,5,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,POLICE,HIGH,ACTIVE,true,false,false,42,7,CASE-00243|CASE-00273|CASE-00344,true
OFF-0189,0f5e28fd8c1c5a758d17ef19,Forensic Officer,4,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,FORENSIC,HIGH,ACTIVE,false,false,true,5,1,CASE-00073|CASE-00140|CASE-00222|CASE-00353,true
OFF-0190,c6c5d38ea874865e512ea30c,Sub-Inspector,3,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,15,0,CASE-00099|CASE-00106|CASE-00148|CASE-00169|CASE-00274|CASE-00351,true
OFF-0191,f920410d24c1d513e4b5b45f,Sub-Inspector,3,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,true,55,3,CASE-00037|CASE-00055|CASE-00185,true
OFF-0192,3d55943653d0579351b1bb1c,Sub-Inspector,3,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,55,2,CASE-00169|CASE-00208|CASE-00241|CASE-00345,true
OFF-0193,4be2947fa44b5e03c9285de0,Forensic Officer,4,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,18,1,CASE-00035|CASE-00103|CASE-00109|CASE-00126,true
OFF-0194,ade36a17fa7aeeef7c2513ee,Sub-Inspector,3,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,48,2,CASE-00049|CASE-00053|CASE-00289,true
OFF-0195,b1ddf55c2af537d97ad1287a,Head Constable,2,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,LOW,ACTIVE,false,false,false,27,2,CASE-00287|CASE-00319,true
OFF-0196,d60f48d22e03c3316a18fa6d,Head Constable,2,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,POLICE,LOW,ACTIVE,false,false,false,15,7,CASE-00006|CASE-00065|CASE-00099|CASE-00106|CASE-00148|CASE-00169|CASE-00208|CASE-00241|CASE-00351,true
OFF-0197,bb454708489db5641c11f4b0,Constable,1,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,56,6,CASE-00052|CASE-00139|CASE-00213|CASE-00244,true
OFF-0198,5d9a86e9bbd1b3774caee2db,Head Constable,2,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,true,false,9,1,CASE-00186|CASE-00194,true
OFF-0199,8c053db99a24095548996524,Constable,1,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,53,8,CASE-00025|CASE-00124|CASE-00234|CASE-00251|CASE-00342,true
OFF-0200,4ee0497be96c65e5642e3a72,Constable,1,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,LOW,ACTIVE,false,false,false,52,8,CASE-00027|CASE-00130|CASE-00210|CASE-00287|CASE-00332,true
OFF-0201,362db027dc02e204d8d16948,Sub-Inspector,3,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,true,54,4,CASE-00035|CASE-00058|CASE-00103|CASE-00109|CASE-00126,true
OFF-0202,782ce33054ac702eb25bdce6,Forensic Officer,4,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,47,8,CASE-00063|CASE-00110|CASE-00162|CASE-00182|CASE-00197|CASE-00275|CASE-00328|CASE-00333,true
OFF-0203,7c415028a69bb19f488fe7d8,Inspector,4,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,31,0,CASE-00034|CASE-00038|CASE-00147|CASE-00149|CASE-00154|CASE-00160|CASE-00225|CASE-00266|CASE-00317,true
OFF-0204,36f9518be85535c10000ffd5,Forensic Officer,4,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,57,8,CASE-00049|CASE-00053|CASE-00289|CASE-00322,true
OFF-0205,21f9b37fcb4f7d2db6857d62,Station House Officer,5,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,HIGH,ACTIVE,true,false,false,51,7,CASE-00293,true
OFF-0206,05c3cda35f4947118d9b39ea,Forensic Officer,4,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,46,0,CASE-00127|CASE-00152|CASE-00297,true
OFF-0207,cad50d4d8a49a83faad951a4,Head Constable,2,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,POLICE,LOW,REVOKED,false,false,true,54,7,,true
OFF-0208,47e9daa6a9eddbbbae1d0bd7,Head Constable,2,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,true,false,24,5,CASE-00068|CASE-00352,true
OFF-0209,46719ed3c0b1ab7f0fbf5f90,Inspector,4,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,41,8,CASE-00003|CASE-00117|CASE-00136|CASE-00155|CASE-00178|CASE-00218|CASE-00231|CASE-00239|CASE-00271|CASE-00276|CASE-00284|CASE-00350,true
OFF-0210,4150a8ceaba40e213683ea41,Constable,1,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,11,1,CASE-00247|CASE-00356|CASE-00357,true
OFF-0211,5e223aae914ba42e97c387c1,Head Constable,2,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,LOW,ACTIVE,false,false,true,42,6,CASE-00088|CASE-00210|CASE-00287|CASE-00319,true
OFF-0212,22d2f79089811df3a4aeb9a5,Senior Superintendent,6,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,POLICE,CLASSIFIED,ACTIVE,true,false,false,19,7,CASE-00233,true
OFF-0213,07e08d113775d9e409a3ca05,Sub-Inspector,3,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,SUSPENDED,false,false,false,58,6,,true
OFF-0214,4abc3e055d213fe06ce85aef,Sub-Inspector,3,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,REVOKED,false,true,false,0,6,,true
OFF-0215,61fb1f33fe73b6361966f242,Inspector,4,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,MEDIUM,REVOKED,false,true,false,23,4,,true
OFF-0216,63cd4d5013242ca51327d961,Head Constable,2,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,2,4,CASE-00079|CASE-00105|CASE-00187|CASE-00285|CASE-00292,true
OFF-0217,fdc97c18ce18a70d495aa065,Head Constable,2,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,POLICE,LOW,ACTIVE,false,true,true,46,1,CASE-00006|CASE-00099|CASE-00106|CASE-00208|CASE-00345|CASE-00351,true
OFF-0218,b4afcf069d55876dc928c9fe,Forensic Officer,4,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,FORENSIC,HIGH,ACTIVE,false,true,true,57,8,CASE-00077|CASE-00143|CASE-00245,true
OFF-0219,72129b83faafabab27729edc,Inspector,4,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,26,4,CASE-00150|CASE-00293,true
OFF-0220,5f5d03cad2864eb9986177dd,Inspector,4,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,26,3,CASE-00074,true
OFF-0221,1f0d6f8c17d7221984909f27,Constable,1,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,LOW,ACTIVE,false,false,true,21,4,CASE-00031|CASE-00095|CASE-00142|CASE-00147|CASE-00149|CASE-00246,true
OFF-0222,fed71b6f957fb445cdad7897,Station House Officer,5,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,HIGH,ACTIVE,true,true,false,44,5,CASE-00037|CASE-00054,true
OFF-0223,f04272809174dac17c3936fd,Head Constable,2,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,LOW,ACTIVE,false,false,false,46,0,CASE-00069|CASE-00134|CASE-00177|CASE-00230|CASE-00305,true
OFF-0224,b20f60775fe6a25591c31932,Inspector,4,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,20,4,CASE-00062|CASE-00188,true
