officer_id,officer_hash,role,rank_level,station_id,district_id,state_id,agency,clearance_level,credential_status,is_supervisor,cyber_training,forensic_training,prior_request_count,recent_denied_count,assigned_case_ids,synthetic_only
OFF-0112,c424bf9aa5cd573d3066b2f0,Constable,1,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,false,14,0,CASE-00008|CASE-00170|CASE-00201|CASE-00255|CASE-00323|CASE-00352,true
OFF-0113,46ac5b5381ef953a345ce319,Inspector,4,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,SUSPENDED,false,false,false,53,3,,true
OFF-0114,80474f2be101fe342f3d27b8,Inspector,4,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,true,false,41,4,CASE-00003|CASE-00054,true
OFF-0115,6aacb3c44032122c078cc506,Constable,1,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,false,false,16,3,CASE-00016|CASE-00030|CASE-00059|CASE-00225|CASE-00317|CASE-00342,true
OFF-0116,f1533940112c34367e3740e3,Prosecutor Liaison,4,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,PROSECUTION,MEDIUM,ACTIVE,false,true,false,26,5,CASE-00006|CASE-00090|CASE-00114|CASE-00136|CASE-00157|CASE-00164,true
OFF-0117,c3da23329ac65eb7b3af694c,Head Constable,2,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,POLICE,LOW,ACTIVE,false,false,false,13,7,CASE-00040|CASE-00107|CASE-00151|CASE-00217|CASE-00262,true
OFF-0118,90e9de18363ee212ab55f392,Head Constable,2,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,48,4,CASE-00041|CASE-00064|CASE-00070|CASE-00098|CASE-00125|CASE-00198|CASE-00287,true
OFF-0119,3928cce83c394fe536f56bf5,Prosecutor Liaison,4,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,PROSECUTION,MEDIUM,ACTIVE,false,false,false,26,0,CASE-00008|CASE-00145|CASE-00170|CASE-00323|CASE-00327,true
OFF-0120,3344e545d464730d22df7101,Prosecutor Liaison,4,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,PROSECUTION,MEDIUM,ACTIVE,false,true,false,26,0,CASE-00027,true
OFF-0121,e35de54e8ce29e22aa4fb84d,Constable,1,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,false,false,7,1,CASE-00086|CASE-00317|CASE-00342,true
OFF-0122,7527b25e318154df01ec7550,Head Constable,2,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,2,4,CASE-00055|CASE-00120|CASE-00247|CASE-00271|CASE-00351,true
OFF-0123,72950e6372134a5838550d42,Cybercrime Officer,4,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,CYBERCRIME,HIGH,SUSPENDED,false,true,false,6,0,,true
OFF-0124,ebff240f6e7e32e7e9713294,Head Constable,2,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,false,false,48,3,CASE-00001|CASE-00343|CASE-00347,true
OFF-0125,97ea02f4f8fba926781c7fc5,Sub-Inspector,3,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,3,7,CASE-00152|CASE-00204|CASE-00294,true
OFF-0126,73518b37a439a4d90b18903d,Sub-Inspector,3,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,REVOKED,false,false,false,57,7,,true
OFF-0127,6b0d84a1d858aa1335aacb1b,Inspector,4,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,24,0,CASE-00126|CASE-00245,true
OFF-0128,0f7c12f84c6ccd771a655279,Constable,1,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,LOW,REVOKED,false,false,false,57,5,,true
OFF-0129,fad5d40018942c6b0ef2d75c,Head Constable,2,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,LOW,REVOKED,false,false,false,45,5,,true
OFF-0130,4b271c3dc209eac61d05dd4f,Head Constable,2,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,POLICE,LOW,ACTIVE,false,false,false,60,1,CASE-00105|CASE-00275|CASE-00359,true
OFF-0131,2b64c21367370d53935a5e0d,Cybercrime Officer,4,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,CYBERCRIME,HIGH,ACTIVE,false,true,false,29,6,CASE-00102|CASE-00126|CASE-00285,true
OFF-0132,9a1678400f682a3201830c3a,Forensic Officer,4,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,FORENSIC,HIGH,ACTIVE,false,true,true,31,2,CASE-00093|CASE-00325|CASE-00339|CASE-00341,true
OFF-0133,58ae919f19aeb7c7f1527d26,Cybercrime Officer,4,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,CYBERCRIME,HIGH,ACTIVE,false,true,false,49,2,CASE-00024|CASE-00033|CASE-00053|CASE-00162|CASE-00169|CASE-00183|CASE-00243|CASE-00289|CASE-00299,true
OFF-0134,4718492e22f05239e76383dd,Head Constable,2,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,LOW,ACTIVE,false,false,false,5,8,CASE-00196,true
OFF-0135,93ea324e5b0159f974ae2ac9,Sub-Inspector,3,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,30,8,CASE-00056|CASE-00070|CASE-00198|CASE-00287|CASE-00298,true
OFF-0136,3388bd23d03d7e43b3bd8d53,Head Constable,2,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,POLICE,LOW,SUSPENDED,false,false,false,16,1,,true
OFF-0137,b5c2c2becf92b9e253d997f4,Constable,1,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,14,2,CASE-00025|CASE-00063|CASE-00140|CASE-00165|CASE-00246,true
OFF-0138,3cc947c5caadabb45a541b46,Sub-Inspector,3,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,49,1,CASE-00072|CASE-00244|CASE-00291|CASE-00333,true
OFF-0139,16a2d504d34232bf9551d690,Head Constable,2,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,POLICE,LOW,ACTIVE,false,false,false,12,7,CASE-00011|CASE-00036|CASE-00061|CASE-00281|CASE-00282,true
OFF-0140,f57ebd05797c0d495cf5ad8e,Head Constable,2,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,LOW,ACTIVE,false,false,false,12,5,CASE-00051,true
OFF-0141,69b61a8c9ab3b270d0f7db2e,Sub-Inspector,3,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,SUSPENDED,false,false,false,51,1,,true
OFF-0142,eff0953046ce4a5fb1d8ee91,Senior Superintendent,6,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,CLASSIFIED,ACTIVE,true,false,false,53,7,CASE-00108|CASE-00197|CASE-00266,true
OFF-0143,116125532167435d32c323d1,Constable,1,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,LOW,ACTIVE,false,true,false,52,3,CASE-00068|CASE-00118|CASE-00186,true
OFF-0144,426f43bdc9c73b5f3d8480a4,Sub-Inspector,3,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,49,0,CASE-00146|CASE-00227|CASE-00284|CASE-00331,true
OFF-0145,733b1499389b250473119b5c,Inspector,4,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,true,21,2,CASE-00145|CASE-00170|CASE-00323|CASE-00352,true
OFF-0146,59518bd254aa8c0d0b7a139c,Head Constable,2,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,POLICE,LOW,ACTIVE,false,false,false,13,0,CASE-00020|CASE-00209|CASE-00261|CASE-00265,true
OFF-0147,94b2d412892c95cbfdbe73cd,Sub-Inspector,3,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,true,2,7,CASE-00005|CASE-00050|CASE-00101|CASE-00155|CASE-00310,true
OFF-0148,adb77e6ea2a2edb0afc7410d,Sub-Inspector,3,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,9,8,CASE-00023|CASE-00109|CASE-00123|CASE-00190|CASE-00214|CASE-00237|CASE-00319|CASE-00353,true
OFF-0149,816d13ffa68e60a160c3810f,Inspector,4,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,42,4,CASE-00048|CASE-00097|CASE-00328|CASE-00343|CASE-00347,true
OFF-0150,b012e7e4d1319033c362fb26,Prosecutor Liaison,4,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,PROSECUTION,MEDIUM,ACTIVE,false,false,false,26,0,CASE-00009|CASE-00263,true
OFF-0151,4857d6398585bfa5b41baddd,Inspector,4,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,27,2,CASE-00007|CASE-00089|CASE-00186|CASE-00200|CASE-00234,true
OFF-0152,f30bb583158115d6451ff1ba,Constable,1,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,false,false,49,2,CASE-00114|CASE-00136|CASE-00157,true
OFF-0153,bbef3f90be1083101e51c0b0,Constable,1,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,false,5,5,CASE-00019|CASE-00047|CASE-00057|CASE-00091|CASE-00219,true
OFF-0154,030fbe8b71b501096276a8ab,Constable,1,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,POLICE,LOW,ACTIVE,false,true,false,4,1,CASE-00067|CASE-00096|CASE-00158|CASE-00194|CASE-00320|CASE-00334|CASE-00358,true
OFF-0155,750741a21ba1ad37a768df1b,Sub-Inspector,3,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,8,0,CASE-00065|CASE-00076|CASE-00133|CASE-00204|CASE-00274,true
OFF-0156,5f299dc3f248e4c74232aab4,Head Constable,2,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,POLICE,LOW,ACTIVE,false,false,true,45,2,,true
OFF-0157,3dd77930332ffbb4fb60fb78,Inspector,4,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,36,3,CASE-00178|CASE-00269|CASE-00350,true
OFF-0158,88db5c4f1341722984d72ca6,Sub-Inspector,3,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,15,3,CASE-00014,true
OFF-0159,a1e23926bdb89d718dc0ff23,Forensic Officer,4,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,FORENSIC,HIGH,ACTIVE,false,false,true,42,5,CASE-00014|CASE-00209|CASE-00261|CASE-00265|CASE-00316,true
OFF-0160,5ce4d64c20eb4b8a7537a1f7,Sub-Inspector,3,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,41,6,CASE-00348|CASE-00356,true
OFF-0161,1086c897162d91ce96d22b8e,Inspector,4,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,28,2,CASE-00015|CASE-00029|CASE-00161|CASE-00167|CASE-00252,true
OFF-0162,ec1ea596f81353f2d9f85816,Constable,1,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,LOW,SUSPENDED,false,false,false,39,7,,true
OFF-0163,7ee6e3366f554e7379c63997,Cybercrime Officer,4,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,CYBERCRIME,HIGH,ACTIVE,false,true,true,22,6,CASE-00074|CASE-00121|CASE-00276|CASE-00286|CASE-00332|CASE-00349,true
OFF-0164,eb2cec3f8312decabe6f3925,Constable,1,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,LOW,ACTIVE,false,false,true,40,2,CASE-00031|CASE-00116,true
OFF-0165,b2c7b3b76aeb981b1bd8756b,Prosecutor Liaison,4,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,PROSECUTION,MEDIUM,ACTIVE,false,false,true,48,8,CASE-00048|CASE-00222|CASE-00322,true
OFF-0166,b6791729f7de52114f8f5aba,Inspector,4,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,true,true,39,1,CASE-00034|CASE-00039|CASE-00174|CASE-00294,true
OFF-0167,a2884bcebf8616c20bdb4688,Constable,1,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,50,2,CASE-00098|CASE-00198|CASE-00254|CASE-00314,true
OFF-0168,ccfa52e7df949ec76b129260,Constable,1,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,57,4,CASE-00178|CASE-00208|CASE-00257|CASE-00269|CASE-00350,true
OFF-0169,da8724df1e30e5c801778777,Constable,1,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,false,false,16,8,CASE-00132|CASE-00210,true
OFF-0170,46b29e30bec752302a2d886e,Head Constable,2,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,LOW,ACTIVE,false,false,false,59,4,CASE-00026|CASE-00043|CASE-00051|CASE-00137,true
OFF-0171,4bb363d085866d6dbe19f005,Forensic Officer,4,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,7,8,CASE-00005|CASE-00310|CASE-00357,true
OFF-0172,59295c95c257a05519b6f91d,Inspector,4,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,37,1,CASE-00030|CASE-00059|CASE-00086|CASE-00181|CASE-00185|CASE-00306|CASE-00317|CASE-00342,true
OFF-0173,5d29ee05d50fe82bba4375d8,Senior Superintendent,6,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,ACTIVE,true,false,false,16,6,CASE-00079|CASE-00093|CASE-00159|CASE-00341,true
OFF-0174,0d9d0f67e217f12f80467acf,Inspector,4,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,11,0,CASE-00031|CASE-00068|CASE-00318,true
OFF-0175,22a74f5c5cd00d0646a359b6,Cybercrime Officer,4,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,CYBERCRIME,HIGH,ACTIVE,false,true,false,55,5,CASE-00011|CASE-00035|CASE-00042|CASE-00061|CASE-00066|CASE-00281|CASE-00282,true
OFF-0176,c078db1796c2d8c169b84669,Station House Officer,5,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,HIGH,ACTIVE,true,false,false,26,8,CASE-00033|CASE-00127|CASE-00169|CASE-00182|CASE-00183|CASE-00243|CASE-00299,true
OFF-0177,8287968c0e33f42b2e380e47,Forensic Officer,4,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,41,0,CASE-00031,true
OFF-0178,2be0332c4385b770ea00150b,Constable,1,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,LOW,ACTIVE,false,false,false,34,3,CASE-00052|CASE-00102|CASE-00113|CASE-00126|CASE-00285,true
OFF-0179,74d33cea72e21de2b8f5e545,Inspector,4,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,30,2,CASE-00009,true
OFF-0180,8d48fc84d688aabaae7c6986,Constable,1,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,false,4,2,CASE-00083|CASE-00091|CASE-00172|CASE-00175|CASE-00219|CASE-00315,true
OFF-0181,e1441290962ca2a8517d8d0f,Sub-Inspector,3,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,true,false,35,5,CASE-00045|CASE-00259,true
OFF-0182,f733b89b991cd7dc6791cabb,Inspector,4,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,0,0,CASE-00002|CASE-00142|CASE-00205|CASE-00249|CASE-00250|CASE-00308,true
OFF-0183,95ff51d542090c1b60accce5,Inspector,4,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,true,49,1,CASE-00030|CASE-00185|CASE-00225|CASE-00306,true
OFF-0184,c0fc3111ae7a563a9f54250e,Inspector,4,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,33,8,CASE-00053|CASE-00127|CASE-00162|CASE-00169|CASE-00243,true
OFF-0185,30e751c660922e5216d51c20,Cybercrime Officer,4,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,CYBERCRIME,HIGH,ACTIVE,false,true,false,19,0,CASE-00009|CASE-00072|CASE-00333,true
OFF-0186,fe341f3994ddbba307367393,Station House Officer,5,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,POLICE,HIGH,ACTIVE,true,false,false,29,1,CASE-00003|CASE-00054,true
OFF-0187,dea3496d0907b239fdcdd5a2,Constable,1,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,POLICE,LOW,SUSPENDED,false,false,false,7,5,,true
OFF-0188,6f9812bdfd1847e653ec5454,Station House Officer,5,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,HIGH,ACTIVE,true,false,false,50,8,CASE-00235|CASE-00325|CASE-00339|CASE-00341,true
OFF-0189,0f5e28fd8c1c5a758d17ef19,Head Constable,2,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,LOW,REVOKED,false,false,true,32,0,,true
OFF-0190,c6c5d38ea874865e512ea30c,Head Constable,2,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,47,5,CASE-00247|CASE-00271,true
OFF-0191,f920410d24c1d513e4b5b45f,Forensic Officer,4,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,58,8,CASE-00013|CASE-00064|CASE-00070|CASE-00071|CASE-00098|CASE-00254|CASE-00287|CASE-00290|CASE-00314,true
OFF-0192,3d55943653d0579351b1bb1c,Sub-Inspector,3,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,true,true,46,3,CASE-00054|CASE-00195,true
OFF-0193,4be2947fa44b5e03c9285de0,Cybercrime Officer,4,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,CYBERCRIME,HIGH,ACTIVE,false,true,false,36,2,CASE-00099|CASE-00161|CASE-00216|CASE-00221,true
OFF-0194,ade36a17fa7aeeef7c2513ee,Constable,1,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,9,0,CASE-00027|CASE-00104|CASE-00212|CASE-00240|CASE-00270,true
OFF-0195,b1ddf55c2af537d97ad1287a,Constable,1,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,LOW,ACTIVE,false,false,false,47,0,CASE-00113|CASE-00124|CASE-00285,true
OFF-0196,d60f48d22e03c3316a18fa6d,Forensic Officer,4,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,FORENSIC,HIGH,ACTIVE,false,false,true,52,8,CASE-00022|CASE-00146|CASE-00223|CASE-00284,true
OFF-0197,bb454708489db5641c11f4b0,Forensic Officer,4,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,FORENSIC,HIGH,ACTIVE,false,false,true,24,1,CASE-00022|CASE-00146|CASE-00193|CASE-00223|CASE-00284,true
OFF-0198,5d9a86e9bbd1b3774caee2db,Head Constable,2,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,LOW,ACTIVE,false,true,false,51,1,CASE-00160|CASE-00202|CASE-00267,true
OFF-0199,8c053db99a24095548996524,Sub-Inspector,3,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,18,5,CASE-00011|CASE-00036|CASE-00042|CASE-00281,true
OFF-0200,4ee0497be96c65e5642e3a72,Sub-Inspector,3,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,45,5,CASE-00211|CASE-00231,true
OFF-0201,362db027dc02e204d8d16948,Cybercrime Officer,4,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,CYBERCRIME,HIGH,ACTIVE,false,true,false,18,0,CASE-00087|CASE-00155|CASE-00310,true
OFF-0202,782ce33054ac702eb25bdce6,Constable,1,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,POLICE,LOW,ACTIVE,false,true,false,3,8,CASE-00295,true
OFF-0203,7c415028a69bb19f488fe7d8,Station House Officer,5,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,POLICE,HIGH,ACTIVE,true,false,false,27,0,CASE-00046|CASE-00140|CASE-00246,true
OFF-0204,36f9518be85535c10000ffd5,Head Constable,2,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,LOW,ACTIVE,false,false,true,31,1,CASE-00021|CASE-00173|CASE-00187|CASE-00268,true
OFF-0205,21f9b37fcb4f7d2db6857d62,Station House Officer,5,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,HIGH,ACTIVE,true,false,false,53,8,CASE-00037|CASE-00049|CASE-00073|CASE-00077|CASE-00110|CASE-00117|CASE-00153|CASE-00166|CASE-00203|CASE-00258,true
OFF-0206,05c3cda35f4947118d9b39ea,Inspector,4,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,14,7,CASE-00093|CASE-00159|CASE-00235|CASE-00325|CASE-00339|CASE-00341,true
OFF-0207,cad50d4d8a49a83faad951a4,Constable,1,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,true,false,44,8,CASE-00120|CASE-00247,true
OFF-0208,47e9daa6a9eddbbbae1d0bd7,Inspector,4,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,56,1,CASE-00081|CASE-00176,true
OFF-0209,46719ed3c0b1ab7f0fbf5f90,Forensic Officer,4,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,16,6,CASE-00136|CASE-00157|CASE-00164|CASE-00296|CASE-00302,true
OFF-0210,4150a8ceaba40e213683ea41,Sub-Inspector,3,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,29,2,CASE-00100|CASE-00143|CASE-00184|CASE-00224|CASE-00297|CASE-00346,true
OFF-0211,5e223aae914ba42e97c387c1,Inspector,4,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,true,37,5,CASE-00100|CASE-00143|CASE-00184|CASE-00239|CASE-00279|CASE-00297,true
OFF-0212,22d2f79089811df3a4aeb9a5,Constable,1,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,LOW,ACTIVE,false,false,false,10,7,CASE-00021|CASE-00075|CASE-00187|CASE-00277|CASE-00305|CASE-00313,true
OFF-0213,07e08d113775d9e409a3ca05,Station House Officer,5,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,POLICE,HIGH,ACTIVE,true,false,false,41,3,CASE-00002|CASE-00142|CASE-00188|CASE-00205|CASE-00250|CASE-00300|CASE-00308,true
OFF-0214,4abc3e055d213fe06ce85aef,Head Constable,2,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,POLICE,LOW,ACTIVE,false,false,false,9,2,CASE-00067|CASE-00096|CASE-00119|CASE-00141|CASE-00180|CASE-00194|CASE-00260|CASE-00264|CASE-00334|CASE-00354|CASE-00358,true
OFF-0215,61fb1f33fe73b6361966f242,Station House Officer,5,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,HIGH,ACTIVE,true,false,false,12,4,CASE-00160|CASE-00202,true
OFF-0216,63cd4d5013242ca51327d961,Constable,1,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,false,9,4,CASE-00145|CASE-00170|CASE-00255|CASE-00323,true
OFF-0217,fdc97c18ce18a70d495aa065,Sub-Inspector,3,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,true,13,6,CASE-00038|CASE-00161|CASE-00220,true
OFF-0218,b4afcf069d55876dc928c9fe,Constable,1,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,false,false,32,4,CASE-00108|CASE-00266|CASE-00324,true
OFF-0219,72129b83faafabab27729edc,Constable,1,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,false,true,15,6,CASE-00288,true
OFF-0220,5f5d03cad2864eb9986177dd,Forensic Officer,4,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,56,3,CASE-00072|CASE-00106|CASE-00295,true
OFF-0221,1f0d6f8c17d7221984909f27,Inspector,4,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,6,6,CASE-00148|CASE-00207|CASE-00286|CASE-00303|CASE-00332,true
OFF-0222,fed71b6f957fb445cdad7897,Cybercrime Officer,4,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,CYBERCRIME,HIGH,ACTIVE,false,true,false,16,6,CASE-00043|CASE-00163|CASE-00202,true
OFF-0223,f04272809174dac17c3936fd,Sub-Inspector,3,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,59,2,CASE-00003|CASE-00336|CASE-00345,true
